gene_id	symbol	m1_delta	m2_delta	m1_mono_short	m2_mono_short	category
ENSMUSG00000023051	Tarbp2	-0.8673331401526128	-0.8752701451065144	True	True	shorten in both
ENSMUSG00000074247	Dda1	-0.8052058921995313	-0.8718000742412749	True	True	shorten in both
ENSMUSG00000031774	Fam192a	-0.8870407004320158	-0.780240727629214	True	True	shorten in both
ENSMUSG00000057778	Cyb5d2	-0.7318721461187214	-0.8967452300785634	False	True	shorten in both
ENSMUSG00000028277	Ube2j1	-0.8332046332046332	-0.6937521633783316	True	True	shorten in both
ENSMUSG00000018238	Gdf9	-0.7860406878074678	-0.7278627251104315	True	True	shorten in both
ENSMUSG00000030638	Sh3gl3	-0.8041395348837209	-0.6939398689531932	True	True	shorten in both
ENSMUSG00000050821	Fam131a	-0.592063492063492	-0.9021645021645022	True	True	shorten in both
ENSMUSG00000032114	Slc37a4	-0.6587398373983739	-0.7907269723254853	True	True	shorten in both
ENSMUSG00000066500	Izumo2	-0.6302854809370012	-0.8144329896907216	True	True	shorten in both
ENSMUSG00000009076	Zmat5	-0.7422324510932106	-0.6987995198079231	True	True	shorten in both
ENSMUSG00000038612	Mcl1	-0.6662921348314607	-0.7719567254450975	True	True	shorten in both
ENSMUSG00000078139	AK157302	-0.698597211530237	-0.6876030350286336	True	True	shorten in both
ENSMUSG00000029718	Pcolce	-0.6871416871416871	-0.6539757412398921	True	True	shorten in both
ENSMUSG00000017119	Nbr1	-0.656877013002505	-0.6758169934640523	True	True	shorten in both
ENSMUSG00000021143	Pacs2	-0.5797101449275363	-0.7377049180327869	False	True	shorten in both
ENSMUSG00000027465	Tbc1d20	-0.597228624509352	-0.7125038061681673	True	True	shorten in both
ENSMUSG00000020368	Canx	-0.6140818492746787	-0.6615944547067323	True	True	shorten in both
ENSMUSG00000044792	Isca1	-0.6615127144251779	-0.5791615791615792	True	True	shorten in both
ENSMUSG00000035530	Eif1	-0.5868153531178245	-0.6157658272572512	True	True	shorten in both
ENSMUSG00000037275	Gemin5	-0.4122222222222222	-0.7341772151898734	True	True	shorten in both
ENSMUSG00000029623	Pdap1	-0.4823647768966741	-0.6524642364906611	True	True	shorten in both
ENSMUSG00000058586	Serhl	-0.5050505050505051	-0.61	True	True	shorten in both
ENSMUSG00000028394	Pole3	-0.4651370127102879	-0.6490548572542142	True	True	shorten in both
ENSMUSG00000020131	Pcsk4	-0.6555255052212456	-0.4536384096024006	True	True	shorten in both
ENSMUSG00000020037	Rfx4	-0.3735278498016307	-0.7066267066267067	True	False	shorten in both
ENSMUSG00000025575	Cant1	-0.4414550623505847	-0.6207703860765085	True	True	shorten in both
ENSMUSG00000063447	Ube2d2b	-0.479017799142523	-0.5830163102890376	True	True	shorten in both
ENSMUSG00000015363	Trabd	-0.5339905261810267	-0.4985678481919083	True	True	shorten in both
ENSMUSG00000017837	Nkiras2	-0.5031117203882054	-0.5256022090617702	True	True	shorten in both
ENSMUSG00000039568	Ubald1	-0.5179810644170988	-0.4769378131447096	True	True	shorten in both
ENSMUSG00000050844	1700020N01Rik	-0.4191632231404958	-0.5511917124066656	False	True	shorten in both
ENSMUSG00000026766	Mmadhc	-0.3390347129842928	-0.6229797885918932	True	True	shorten in both
ENSMUSG00000027517	Ankrd60	-0.4453482935951379	-0.5012699145693835	True	True	shorten in both
ENSMUSG00000037627	Rgs22	-0.3064382941317493	-0.6363636363636364	True	True	shorten in both
ENSMUSG00000033933	Vhl	-0.2455561926605504	-0.6891436891436891	True	True	shorten in both
ENSMUSG00000017132	Cyth1	-0.1098951208390332	-0.7387241272783441	False	True	shorten in both
ENSMUSG00000019804	Snx3	-0.4666666666666667	-0.3484758912230123	True	True	shorten in both
ENSMUSG00000048206	Dnajb8	-0.8115126098695926	0.0012903225806451	True	False	discordant
ENSMUSG00000072145	BC061237	-0.4751838235294118	-0.3134938664243525	True	True	shorten in both
ENSMUSG00000039220	Ppp1r10	-0.3744664634146342	-0.4125143909739811	False	False	shorten in both
ENSMUSG00000026511	Srp9	-0.3498668162063647	-0.4177398770158951	True	True	shorten in both
ENSMUSG00000020823	Sec14l1	-0.0930232558139534	-0.6415708182714426	True	False	shorten in both
ENSMUSG00000036478	Btg1	-0.005133683772643	-0.7245555738205387	False	True	shorten in both
ENSMUSG00000038619	Ensa	-0.4357247823130743	-0.2919389978213507	True	True	shorten in both
ENSMUSG00000020260	Pofut2	-0.0710900473933649	-0.6217220629314695	True	True	shorten in both
ENSMUSG00000020307	Cdc34	-0.2717504075885578	-0.4096385542168674	True	True	shorten in both
ENSMUSG00000061130	Ppm1b	-0.3576547231270358	-0.3235353535353534	True	True	shorten in both
ENSMUSG00000021290	Atp5mpl	-0.3671926682478983	-0.3033806571480502	True	True	shorten in both
ENSMUSG00000113949	Scamp4	-0.3467036089798238	-0.3137254901960784	True	True	shorten in both
ENSMUSG00000023930	Crisp2	-0.3637253157801103	-0.2810867293625914	True	True	shorten in both
ENSMUSG00000023942	Slc29a1	-0.1686623967325721	-0.4646499930138326	True	True	shorten in both
ENSMUSG00000032952	Ap4b1	-0.300029385836027	-0.3086419753086419	True	True	shorten in both
ENSMUSG00000030859	Fam24a	-0.4463753723932472	-0.1546311536734999	True	True	shorten in both
ENSMUSG00000037787	Apopt1	-0.2238825668847883	-0.3695193695193695	True	True	shorten in both
ENSMUSG00000000743	Chmp1a	-0.1492537313432835	-0.4394177812745869	True	True	shorten in both
ENSMUSG00000021764	Ndufs4	-0.285239603693469	-0.2938896095618725	True	True	shorten in both
ENSMUSG00000073894	Rbmxl2	-0.3247126436781609	-0.2517482517482518	True	True	shorten in both
ENSMUSG00000005687	Bcas2	-0.3614629257690547	-0.2001624367855045	False	False	shorten in both
ENSMUSG00000024510	Ftmt	-0.2902547065337763	-0.2707013574660633	True	True	shorten in both
ENSMUSG00000031839	Hsbp1	-0.2414428284270199	-0.3106413528318277	True	True	shorten in both
ENSMUSG00000030314	Atg7	-0.3733808155275105	-0.1766602192134106	True	True	shorten in both
ENSMUSG00000001642	Akr1b3	-0.2654808959156785	-0.2843496097392045	True	True	shorten in both
ENSMUSG00000015023	Ddx19a	-0.2857142857142857	-0.2616860090264346	True	True	shorten in both
ENSMUSG00000034254	Agpat1	-0.2935925654194179	-0.240990990990991	True	True	shorten in both
ENSMUSG00000015342	Xk	-0.3404724131852635	-0.1916916916916917	False	False	shorten in both
ENSMUSG00000002043	Trappc6a	-0.2347371356853995	-0.2967304050990745	True	True	shorten in both
ENSMUSG00000047025	Ccer1	-0.3511424731182796	-0.1759541709701438	True	True	shorten in both
ENSMUSG00000000594	Gm2a	-0.0108436347863803	-0.5124664542099967	True	True	shorten in both
ENSMUSG00000028622	Mrpl37	-0.145725527092332	-0.3759752321981424	True	True	shorten in both
ENSMUSG00000027999	Pla2g12a	-0.2504454548247365	-0.2670632672332388	True	True	shorten in both
ENSMUSG00000028608	Czib	-0.1915772874950722	-0.3144384842858125	False	True	shorten in both
ENSMUSG00000029580	Actb	-0.1309069806002321	-0.3693689262307068	False	True	shorten in both
ENSMUSG00000041623	D11Wsu47e	-0.2387777594092687	-0.2608716982613132	False	False	shorten in both
ENSMUSG00000020562	Efcab10	-0.4816537467700258	-0.0126849894291754	True	False	shorten in both
ENSMUSG00000021096	Ppm1a	-0.3592398510006945	-0.1321428571428571	True	False	shorten in both
ENSMUSG00000020622	Nt5c1b	-0.1892825081903315	-0.2859471988685472	True	True	shorten in both
ENSMUSG00000031931	Ankrd49	-0.3495253892365806	-0.1069958847736625	True	True	shorten in both
ENSMUSG00000030747	Dgat2	-0.3124010190731943	-0.1357142857142858	True	True	shorten in both
ENSMUSG00000039725	Trp53rka	-0.1945445445445445	-0.2366412213740458	True	True	shorten in both
ENSMUSG00000010538	Tsacc	-0.1176048334031225	-0.3124778195755553	True	True	shorten in both
ENSMUSG00000078974	Sec61g	-0.2032763239233463	-0.2249853929301782	True	False	shorten in both
ENSMUSG00000052469	Tcp10c	-0.0627062706270627	-0.3532934131736527	False	True	shorten in both
ENSMUSG00000026203	Dnajb2	-0.35909755740822	-0.039710336993563	True	False	shorten in both
ENSMUSG00000028639	Ybx1	-0.2323804434945231	-0.1511359260685406	True	True	shorten in both
ENSMUSG00000025019	Lcor	-0.1616154000648879	-0.2047496389684114	True	True	shorten in both
ENSMUSG00000038510	Rpf2	-0.1607142857142857	-0.2051282051282051	True	True	shorten in both
ENSMUSG00000038762	Abcf1	-0.1936552834835619	-0.1542995824477306	True	True	shorten in both
ENSMUSG00000055602	Tcp10b	-0.1104100946372239	-0.237037037037037	True	True	shorten in both
ENSMUSG00000057805	1700084M14Rik	-0.0672446767818436	-0.2789872389236725	True	True	shorten in both
ENSMUSG00000023806	Rsph3b	-0.1565848994677283	-0.1869918699186991	True	True	shorten in both
ENSMUSG00000020737	Jpt1	-0.1857954932051686	-0.1534729926689725	True	True	shorten in both
ENSMUSG00000037649	H2-DMa	-0.1004013051794621	-0.2371014492753623	False	False	shorten in both
ENSMUSG00000026643	Nmt2	-0.0928961748633879	-0.2391304347826087	True	True	shorten in both
ENSMUSG00000050058	Prm3	-0.1503341021479351	-0.1655670227192872	True	True	shorten in both
ENSMUSG00000117666	Gm550	-0.1	-0.215575221238938	True	True	shorten in both
ENSMUSG00000029128	Rab28	-0.1871035091945715	-0.1235955056179775	True	True	shorten in both
ENSMUSG00000015149	Sirt2	-0.2235294117647058	-0.0857142857142857	True	True	shorten in both
ENSMUSG00000032534	Cep63	-0.1595206809872029	-0.1478480479848469	True	False	shorten in both
ENSMUSG00000055401	Fbxo6	-0.1953125	-0.1031746031746031	True	True	shorten in both
ENSMUSG00000053510	Nrd1	-0.0659897461548081	-0.2303366164237434	True	True	shorten in both
ENSMUSG00000043716	Rpl7	-0.1675352248600656	-0.1263708853687578	True	True	shorten in both
ENSMUSG00000020088	Sar1a	-0.0964082359141847	-0.1900386847195357	True	True	shorten in both
ENSMUSG00000027680	Fxr1	-0.2024246170753486	-0.081081081081081	True	False	shorten in both
ENSMUSG00000026926	Pmpca	-0.1818181818181818	-0.0871559633027523	True	True	shorten in both
ENSMUSG00000041009	Iqcf4	0.0	-0.2608770558066183	False	True	delta 0 in one mouse
ENSMUSG00000034194	R3hcc1	-0.0981522542498152	-0.160076913832472	True	True	shorten in both
ENSMUSG00000045409	Trim39	-0.050460516382304	-0.2	True	True	shorten in both
ENSMUSG00000005474	Myl10	-0.0407486631016043	-0.1989020213999227	False	False	shorten in both
ENSMUSG00000022789	Dnm1l	-0.2154166666666666	-0.0240963855421686	False	True	shorten in both
ENSMUSG00000030877	Mfsd13b	-0.1888274717042256	-0.05	True	True	shorten in both
ENSMUSG00000047284	Neurl4	-0.2304485012395762	0.0	False	False	delta 0 in one mouse
ENSMUSG00000028433	Ubap2	-0.1172018952355883	-0.1075591075591075	True	True	shorten in both
ENSMUSG00000055720	Ubl7	-0.1536857415034612	-0.0685706130310922	True	True	shorten in both
ENSMUSG00000014195	Dnajc7	-0.0491803278688525	-0.1725481934056673	True	False	shorten in both
ENSMUSG00000027288	Zfp106	-0.1182266009852216	-0.1028571428571428	True	True	shorten in both
ENSMUSG00000025208	Mrpl43	-0.0919293021203849	-0.1291293160690571	False	True	shorten in both
ENSMUSG00000026578	Ccdc181	-0.1006715195351137	-0.120203145439625	False	False	shorten in both
ENSMUSG00000000411	Tssk3	-0.0286940082698134	-0.1891891891891892	False	True	shorten in both
ENSMUSG00000049687	Pheta2	-0.2117329462042867	0.0	True	False	delta 0 in one mouse
ENSMUSG00000092305	Prps1l1	-0.2012301210918634	-0.0092672105338486	True	False	shorten in both
ENSMUSG00000078627	Marchf10	-0.0960642074394195	-0.1133498904309715	False	True	shorten in both
ENSMUSG00000021749	Oit1	-0.1930605857366421	-0.0154573754789272	False	False	shorten in both
ENSMUSG00000031518	Spata4	-0.1099951019545582	-0.0935565448750033	False	False	shorten in both
ENSMUSG00000027067	Ssrp1	-0.0076900059844404	-0.1955445544554455	False	True	shorten in both
ENSMUSG00000048416	Mlf1	-0.1109135551604436	-0.0915633746501399	False	False	shorten in both
ENSMUSG00000043429	Ccdc185	-0.1081158566823704	-0.0920362601138747	True	True	shorten in both
ENSMUSG00000030291	Med21	-0.1780684104627766	-0.0204081632653061	True	False	shorten in both
