panel	dataset	version	arm	ranking	metric	value	note	source_file
e	pbmc10k	prime	matched_molref_N46544	molref	n_scored	46524.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_molref_N46544/score_prime__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	prime	matched_molref_N46544	molref	rank_n_kept_at_cut_value	16718.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	prime	matched_molref_N46544	molref	rank_n_tied_at_cut_value	16718.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	prime	matched_molref_N46544	molref	rank_n_written	46544.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	prime	matched_umi_N277164	umi	P@100	0.212128		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_umi_N277164/score_prime__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	prime	matched_umi_N277164	umi	R_det@100	0.273182		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_umi_N277164/score_prime__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	prime	matched_umi_N277164	umi	n_scored	277102.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_umi_N277164/score_prime__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	prime	matched_umi_N277164	umi	rank_n_kept_at_cut_value	1379.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	prime	matched_umi_N277164	umi	rank_n_tied_at_cut_value	1462.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	prime	matched_umi_N277164	umi	rank_n_written	277164.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	prime	matched_umiref_N46544	umiref	P@100	0.385687		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_umiref_N46544/score_prime__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	prime	matched_umiref_N46544	umiref	R_det@100	0.102933		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_umiref_N46544/score_prime__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	prime	matched_umiref_N46544	umiref	n_scored	46530.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_umiref_N46544/score_prime__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	prime	matched_umiref_N46544	umiref	rank_n_kept_at_cut_value	13.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	prime	matched_umiref_N46544	umiref	rank_n_tied_at_cut_value	58.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	prime	matched_umiref_N46544	umiref	rank_n_written	46544.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	shipped	matched_umi_N277164	umi	P@100	0.117538		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__pbmc10k__matched_umi_N277164/score_shipped__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	shipped	matched_umi_N277164	umi	R_det@100	0.156189		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__pbmc10k__matched_umi_N277164/score_shipped__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	shipped	matched_umi_N277164	umi	n_scored	277111.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__pbmc10k__matched_umi_N277164/score_shipped__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	shipped	matched_umi_N277164	umi	rank_n_kept_at_cut_value	996.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	shipped	matched_umi_N277164	umi	rank_n_tied_at_cut_value	996.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	shipped	matched_umi_N277164	umi	rank_n_written	277164.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	shipped	matched_umiref_N46544	umiref	P@100	0.117868		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__pbmc10k__matched_umiref_N46544/score_shipped__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	shipped	matched_umiref_N46544	umiref	R_det@100	0.026237		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__pbmc10k__matched_umiref_N46544/score_shipped__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	shipped	matched_umiref_N46544	umiref	n_scored	46535.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__pbmc10k__matched_umiref_N46544/score_shipped__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	shipped	matched_umiref_N46544	umiref	rank_n_kept_at_cut_value	39.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	shipped	matched_umiref_N46544	umiref	rank_n_tied_at_cut_value	50.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	shipped	matched_umiref_N46544	umiref	rank_n_written	46544.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	v1	matched_molref_N46544	molref	P@100	0.694745		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_molref_N46544/score_v1__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	v1	matched_molref_N46544	molref	R_det@100	0.172426		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_molref_N46544/score_v1__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	v1	matched_molref_N46544	molref	n_scored	46525.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_molref_N46544/score_v1__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	v1	matched_molref_N46544	molref	rank_n_kept_at_cut_value	2131.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	v1	matched_molref_N46544	molref	rank_n_tied_at_cut_value	117243.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	v1	matched_molref_N46544	molref	rank_n_written	46544.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	v1	matched_umi_N277164	umi	P@100	0.209006		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_umi_N277164/score_v1__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	v1	matched_umi_N277164	umi	R_det@100	0.269303		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_umi_N277164/score_v1__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	v1	matched_umi_N277164	umi	n_scored	277097.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_umi_N277164/score_v1__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	v1	matched_umi_N277164	umi	rank_n_kept_at_cut_value	648.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	v1	matched_umi_N277164	umi	rank_n_tied_at_cut_value	1409.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	v1	matched_umi_N277164	umi	rank_n_written	277164.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	v1	matched_umiref_N46544	umiref	P@100	0.384354		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_umiref_N46544/score_v1__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	v1	matched_umiref_N46544	umiref	R_det@100	0.102726		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_umiref_N46544/score_v1__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	v1	matched_umiref_N46544	umiref	n_scored	46530.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__matched_umiref_N46544/score_v1__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	v1	matched_umiref_N46544	umiref	rank_n_kept_at_cut_value	18.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	v1	matched_umiref_N46544	umiref	rank_n_tied_at_cut_value	62.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	v1	matched_umiref_N46544	umiref	rank_n_written	46544.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	v2	matched_molref_N46544	molref	P@100	0.706195		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_molref_N46544/score_v2__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	v2	matched_molref_N46544	molref	R_det@100	0.175443		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_molref_N46544/score_v2__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	v2	matched_molref_N46544	molref	n_scored	46524.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_molref_N46544/score_v2__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	v2	matched_molref_N46544	molref	rank_n_kept_at_cut_value	16718.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	v2	matched_molref_N46544	molref	rank_n_tied_at_cut_value	16718.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	v2	matched_molref_N46544	molref	rank_n_written	46544.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_molref_N46544.txt
e	pbmc10k	v2	matched_umi_N277164	umi	P@100	0.212128		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_umi_N277164/score_v2__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	v2	matched_umi_N277164	umi	R_det@100	0.273182		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_umi_N277164/score_v2__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	v2	matched_umi_N277164	umi	n_scored	277102.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_umi_N277164/score_v2__pbmc10k__matched_umi_N277164.tsv
e	pbmc10k	v2	matched_umi_N277164	umi	rank_n_kept_at_cut_value	1379.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	v2	matched_umi_N277164	umi	rank_n_tied_at_cut_value	1462.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	v2	matched_umi_N277164	umi	rank_n_written	277164.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_umi_N277164.txt
e	pbmc10k	v2	matched_umiref_N46544	umiref	P@100	0.385687		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_umiref_N46544/score_v2__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	v2	matched_umiref_N46544	umiref	R_det@100	0.102933		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_umiref_N46544/score_v2__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	v2	matched_umiref_N46544	umiref	n_scored	46530.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__matched_umiref_N46544/score_v2__pbmc10k__matched_umiref_N46544.tsv
e	pbmc10k	v2	matched_umiref_N46544	umiref	rank_n_kept_at_cut_value	13.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	v2	matched_umiref_N46544	umiref	rank_n_tied_at_cut_value	58.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_umiref_N46544.txt
e	pbmc10k	v2	matched_umiref_N46544	umiref	rank_n_written	46544.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__pbmc10k__matched_umiref_N46544.txt
g	pbmc10k	prime	precision_default		P@100	0.706195		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__precision_default/score_prime__pbmc10k__precision_default.tsv
g	pbmc10k	prime	precision_default		kinnex_decoy_frac25	0.129997		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__precision_default/kinnex.json
g	pbmc10k	prime	precision_default		kinnex_t20_frac25	0.558378		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__precision_default/kinnex.json
g	pbmc10k	prime	precision_default		kinnex_t5_frac25	0.764659		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__precision_default/kinnex.json
g	pbmc10k	prime	precision_default		n_scored	46524.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__precision_default/score_prime__pbmc10k__precision_default.tsv
g	pbmc10k	shipped	full		kinnex_t5_frac25	0.062621	shipped has no >=2-molecule arm; its FULL call set is shown for scale only	/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__pbmc10k__full/kinnex.json
g	pbmc10k	v1	precision_default		P@100	0.716673		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__precision_default/score_v1__pbmc10k__precision_default.tsv
g	pbmc10k	v1	precision_default		kinnex_decoy_frac25	0.112448		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__precision_default/kinnex.json
g	pbmc10k	v1	precision_default		kinnex_t20_frac25	0.575596		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__precision_default/kinnex.json
g	pbmc10k	v1	precision_default		kinnex_t5_frac25	0.786165		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__precision_default/kinnex.json
g	pbmc10k	v1	precision_default		n_scored	44394.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__pbmc10k__precision_default/score_v1__pbmc10k__precision_default.tsv
g	pbmc10k	v2	precision_default		P@100	0.706195		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__precision_default/score_v2__pbmc10k__precision_default.tsv
g	pbmc10k	v2	precision_default		kinnex_decoy_frac25	0.129997		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__precision_default/kinnex.json
g	pbmc10k	v2	precision_default		kinnex_t20_frac25	0.558378		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__precision_default/kinnex.json
g	pbmc10k	v2	precision_default		kinnex_t5_frac25	0.764659		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__precision_default/kinnex.json
g	pbmc10k	v2	precision_default		n_scored	46524.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__pbmc10k__precision_default/score_v2__pbmc10k__precision_default.tsv
g	pbmc10k	v2_flagless_topN40687	matched_precision		R_det@100	0.158616	matched-precision control: v2 no-flags truncated to P@100 = prime's 0.706195	/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/adversarial/veto_matched_pbmc10k.tsv
g	pbmc10k	v2_flagless_topN46524	matched_calls		P_atlas@100	0.664044	matched-budget control: v2 no-flags truncated by clip-molecule rank to prime's own N = 46,524	/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/adversarial/veto_matched_pbmc10k.tsv
g	pbmc10k	v2_flagless_topN46524	matched_calls		kinnex_decoy@25	0.280973	matched-budget control: v2 no-flags truncated by clip-molecule rank to prime's own N = 46,524	/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/adversarial/veto_matched_pbmc10k.tsv
g	pbmc10k	v2_flagless_topN46524	matched_calls		kinnex_t20@25	0.522827	matched-budget control: v2 no-flags truncated by clip-molecule rank to prime's own N = 46,524	/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/adversarial/veto_matched_pbmc10k.tsv
g	pbmc10k	v2_flagless_topN46524	matched_calls		kinnex_t5@25	0.678166	matched-budget control: v2 no-flags truncated by clip-molecule rank to prime's own N = 46,524	/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/adversarial/veto_matched_pbmc10k.tsv
g	pbmc10k	v2_noIP	ge2mol_noIP_POSTHOC		P@100	0.590726		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2_noIP__pbmc10k__ge2mol_noIP_POSTHOC/score_v2_noIP__pbmc10k__ge2mol_noIP_POSTHOC.tsv
g	pbmc10k	v2_noIP	ge2mol_noIP_POSTHOC		kinnex_decoy_frac25	0.312236		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2_noIP__pbmc10k__ge2mol_noIP_POSTHOC/kinnex.json
g	pbmc10k	v2_noIP	ge2mol_noIP_POSTHOC		kinnex_t20_frac25	0.433183		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2_noIP__pbmc10k__ge2mol_noIP_POSTHOC/kinnex.json
g	pbmc10k	v2_noIP	ge2mol_noIP_POSTHOC		kinnex_t5_frac25	0.608066		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2_noIP__pbmc10k__ge2mol_noIP_POSTHOC/kinnex.json
g	pbmc10k	v2_noIP	ge2mol_noIP_POSTHOC		n_scored	62110.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2_noIP__pbmc10k__ge2mol_noIP_POSTHOC/score_v2_noIP__pbmc10k__ge2mol_noIP_POSTHOC.tsv
